genre_ids,id,title,original_language,original_title,overview,popularity,release_date,vote_average,vote_count,release_year,decade
"[18, 80]",457799,"Extremely Wicked, Shockingly Evil and Vile",en,"Extremely Wicked, Shockingly Evil and Vile","A chronicle of the crimes of Ted Bundy, from the perspective of his longtime girlfriend, Elizabeth Kloepfer, who refused to believe the truth about him for years.",5.5407,2019-05-02,6.996,3522,2019,2010
"[16, 35, 10751, 12, 14]",12222,Horton Hears a Who!,en,Horton Hears a Who!,"An imaginative elephant named Horton hears a faint cry for help coming from a tiny speck of dust floating through the air. Horton suspects there may be life on that speck and despite a surrounding community, who thinks he has lost his mind, he is determined to save the tiny particle.",8.4828,2008-03-03,6.518,3518,2008,2000
"[35, 18]",9032,Big Daddy,en,Big Daddy,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned. Now he's forced to grow up while navigating the challenges of fatherhood.",6.6257,1999-06-25,6.49,3516,1999,1990
"[27, 9648]",277685,Unfriended,en,Unfriended,"While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. At first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead.",3.6922,2014-06-18,5.543,3515,2014,2010
[35],262391,Serial (Bad) Weddings,fr,Qu'est-ce qu'on a fait au Bon Dieu ?,A catholic French couple sees their life upside down when their four daughters get married to men of different religion and origins.,2.8934,2014-04-16,6.664,3512,2014,2010
"[53, 80, 35]",1054867,One Battle After Another,en,One Battle After Another,"Washed-up revolutionary Bob exists in a state of stoned paranoia, surviving off-grid with his spirited, self-reliant daughter, Willa. When his evil nemesis resurfaces after 16 years and she goes missing, the former radical scrambles to find her, father and daughter both battling the consequences of his past.",28.4321,2025-09-23,7.37,3513,2025,2020
[99],899082,Harry Potter 20th Anniversary: Return to Hogwarts,en,Harry Potter 20th Anniversary: Return to Hogwarts,"An enchanting making-of story told through all-new in-depth interviews and cast conversations, inviting fans on a magical first-person journey through one of the most beloved film franchises of all time.",6.2385,2022-01-01,7.31,3506,2022,2020
"[12, 35, 14, 10751, 18]",381289,A Dog's Purpose,en,A Dog's Purpose,A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.,5.8479,2017-01-19,7.636,3506,2017,2010
"[28, 53, 80, 12]",399361,Triple Frontier,en,Triple Frontier,"Struggling to make ends meet, former special ops soldiers reunite for a high-stakes heist: stealing $75 million from a South American drug lord.",5.4363,2019-03-06,6.329,3504,2019,2010
"[35, 878, 12]",7512,Idiocracy,en,Idiocracy,"To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.",11.4346,2006-09-01,6.4,3501,2006,2000
"[35, 80]",109431,Identity Thief,en,Identity Thief,"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.",4.8065,2013-02-07,5.851,3500,2013,2010
"[18, 35, 10749]",74643,The Artist,fr,The Artist,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",4.3592,2011-10-12,7.44,3496,2011,2010
"[18, 10749]",46705,Blue Valentine,en,Blue Valentine,"Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.",5.7879,2010-12-26,6.962,3491,2010,2010
"[35, 18, 10749]",392,Chocolat,en,Chocolat,"In the winter of 1959, a single mother and her young daughter arrive in a rural French town, where they open an unusual chocolate shop that disrupts the moral fiber of the strictly Catholic townsfolk and mayor.",6.5343,2000-12-22,6.972,3489,2000,2000
"[14, 27, 35]",766,Army of Darkness,en,Army of Darkness,"Ash, a handsome, shotgun-toting, chainsaw-armed department store clerk, is time warped backwards into England's Dark Ages, where he romances a beauty and faces legions of the undead.",7.7284,1992-10-31,7.263,3487,1992,1990
"[28, 53, 878]",1103,Escape from New York,en,Escape from New York,"In a world ravaged by crime, the entire island of Manhattan has been converted into a walled prison where brutal prisoners roam free. After the US president crash-lands inside, war hero Snake Plissken has 24 hours to bring him back.",6.3347,1981-05-23,7.047,3486,1981,1980
"[12, 18, 10752]",8619,Master and Commander: The Far Side of the World,en,Master and Commander: The Far Side of the World,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",5.7133,2003-11-14,7.188,3484,2003,2000
"[10752, 36, 28, 12, 18, 10749]",1966,Alexander,en,Alexander,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",7.3908,2004-11-21,5.952,3480,2004,2000
"[27, 53]",22804,Saw VI,en,Saw VI,"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.",6.0328,2009-10-22,6.291,3480,2009,2000
"[53, 9648, 80]",3594,The Number 23,en,The Number 23,"Animal control officer Walter Sparrow becomes obsessed with a novel that he believes was written about him, as more and more similarities between himself and his literary alter ego seem to arise.",5.089,2007-02-23,6.411,3479,2007,2000
"[35, 18, 36]",140823,Saving Mr. Banks,en,Saving Mr. Banks,"Author P.L. Travers looks back on her childhood while reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",3.7131,2013-11-29,7.338,3474,2013,2010
"[35, 10749]",872,Singin' in the Rain,en,Singin' in the Rain,"In 1927 Hollywood, a silent film star falls for a chorus girl just as he and his paranoid screen partner struggle to make the difficult transition to talking pictures.",7.485,1952-04-10,8.135,3470,1952,1950
"[18, 10749]",6023,P.S. I Love You,en,P.S. I Love You,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,4.4128,2007-11-15,7.176,3466,2007,2000
"[18, 36]",906126,Society of the Snow,es,La sociedad de la nieve,"On October 13, 1972, Uruguayan Air Force Flight 571, chartered to take a rugby team to Chile, crashes into a glacier in the heart of the Andes.",4.4769,2023-12-15,7.975,3465,2023,2020
"[53, 9648, 18]",328425,The Gift,en,The Gift,Simon and Robyn are a young married couple whose life is going as planned until a chance run-in with Simon's high school acquaintance sends their world into a tailspin.,4.7234,2015-07-31,6.7,3464,2015,2010
"[878, 28]",695721,The Hunger Games: The Ballad of Songbirds & Snakes,en,The Hunger Games: The Ballad of Songbirds & Snakes,"64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12.",14.4031,2023-11-15,6.986,3458,2023,2020
"[28, 80, 35]",40805,The Green Hornet,en,The Green Hornet,"Britt Reid, the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father dies, Britt meets Kato, a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky.",4.7244,2011-01-12,5.594,3457,2011,2010
"[35, 18, 10749]",462919,Sierra Burgess Is a Loser,en,Sierra Burgess Is a Loser,A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,3.7505,2018-09-07,6.287,3456,2018,2010
"[27, 53]",263472,Knock Knock,en,Knock Knock,"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.",5.8031,2015-06-26,5.385,3458,2015,2010
"[16, 10751, 28, 35, 12, 14]",1011985,Kung Fu Panda 4,en,Kung Fu Panda 4,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",31.8266,2024-03-02,7.0,3456,2024,2020
"[16, 10751, 35]",109451,Cloudy with a Chance of Meatballs 2,en,Cloudy with a Chance of Meatballs 2,"After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",7.4783,2013-09-26,6.456,3455,2013,2010
"[12, 16, 18, 10751]",10948,The Fox and the Hound,en,The Fox and the Hound,"When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!",6.4455,1981-07-10,7.138,3452,1981,1980
"[10402, 35]",353616,Pitch Perfect 3,en,Pitch Perfect 3,"After the highs of winning the world championships, the Bellas find themselves split apart and discovering there aren't job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time.",6.2666,2017-12-20,6.507,3449,2017,2010
"[14, 10751, 35]",400650,Mary Poppins Returns,en,Mary Poppins Returns,"Mary Poppins returns to the Banks family and helps them evade grave dangers by taking them on magical, musical adventures.",4.8971,2018-12-13,6.512,3447,2018,2010
"[28, 12, 53, 10752]",1370,Rambo III,en,Rambo III,"Combat has taken its toll on Rambo, but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan, Rambo declines but must reconsider when Trautman is captured.",7.0249,1988-05-24,6.199,3448,1988,1980
"[28, 27, 878]",173897,Resident Evil: The Final Chapter,en,Resident Evil: The Final Chapter,"Picking up immediately after the events in Resident Evil: Retribution, Alice is the only survivor of what was meant to be humanity's final stand against the undead. Now, she must return to where the nightmare began - The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",0.3401,2016-12-23,6.095,3447,2016,2010
"[28, 12, 14]",572802,Aquaman and the Lost Kingdom,en,Aquaman and the Lost Kingdom,"Black Manta seeks revenge on Aquaman for his father's death. Wielding the Black Trident's power, he becomes a formidable foe. To defend Atlantis, Arthur (Aquaman) forges an alliance with his imprisoned brother. They must protect the kingdom.",11.957,2023-12-20,6.526,3444,2023,2020
"[27, 35, 14]",765,Evil Dead II,en,Evil Dead II,"Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from ""The Book of the Dead."" As they play the recording an evil power is unleashed taking over Linda's body.",7.5305,1987-03-13,7.545,3446,1987,1980
[18],1375,Rocky V,en,Rocky V,"A lifetime of taking shots has ended Rocky’s career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.",4.8768,1990-11-16,5.774,3442,1990,1990
"[878, 35, 12]",696506,Mickey 17,en,Mickey 17,"Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living.",14.4933,2025-02-28,6.829,3440,2025,2020
"[878, 18]",244267,I Origins,en,I Origins,A molecular biologist's study of the human eye has far-reaching implications about humanity's scientific and spiritual beliefs.,3.291,2014-07-18,7.564,3439,2014,2010
"[10751, 12, 16, 10749]",15969,The Return of Jafar,en,The Return of Jafar,"The evil Jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against Aladdin. From battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it's up to Aladdin - with Princess Jasmine and the outrageously funny Genie by his side - to save the kingdom once and for all.",5.0477,1994-12-15,6.241,3433,1994,1990
"[80, 18, 53]",6075,Carlito's Way,en,Carlito's Way,"Free after years in prison, Carlito Brigante intends to give up his criminal ways, but it's not long before the ex-con is sucked back into the New York City underworld.",6.8732,1993-11-10,7.831,3434,1993,1990
"[27, 878]",531309,Brightburn,en,Brightburn,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",7.6481,2019-05-09,6.143,3429,2019,2010
"[14, 28, 12, 10751]",2486,Eragon,en,Eragon,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.",5.4813,2006-12-14,5.124,3429,2006,2000
"[878, 28, 53]",8337,They Live,en,They Live,A lone drifter stumbles upon a unique pair of sunglasses that reveal aliens are systematically gaining control of the Earth by masquerading as humans and lulling the public into submission.,6.9955,1988-11-04,7.295,3428,1988,1980
"[35, 10749]",39451,Little Fockers,en,Little Fockers,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",6.8738,2010-12-21,5.654,3426,2010,2010
"[35, 18]",10312,Patch Adams,en,Patch Adams,"The true story of Dr. Hunter ""Patch"" Adams, who in the 1970s found that humor is the best medicine, and was willing to do just anything to make his patients laugh—even if it meant risking his own career.",5.8149,1998-12-25,7.3,3425,1998,1990
"[10402, 35]",2005,Sister Act,en,Sister Act,"When lively lounge singer Deloris sees her mobster beau commit murder, she is relocated for her protection. Set up in the guise of a nun in a California convent, she proceeds to upend the quiet lives of the resident sisters.",6.6476,1992-05-28,6.825,3420,1992,1990
"[27, 878, 28, 12]",443791,Underwater,en,Underwater,"After an earthquake destroys their underwater station, six researchers must navigate two miles along the dangerous, unknown depths of the ocean floor to make it to safety in a race against time.",6.8202,2020-01-08,6.278,3415,2020,2020
[35],274167,Daddy's Home,en,Daddy's Home,"The story of a mild-mannered radio executive who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",7.2509,2015-12-25,6.3,3415,2015,2010
"[18, 80, 36]",644495,House of Gucci,en,House of Gucci,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately… murder.",6.3842,2021-11-24,6.566,3414,2021,2020
[35],9506,Anger Management,en,Anger Management,"After a small misunderstanding aboard an airplane escalates out of control, timid businessman Dave Buznik is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell. But when Buddy steps up his aggressive treatment by moving in, Dave goes from mild to wild as the unorthodox treatment wreaks havoc with his life.",4.9116,2003-04-11,6.159,3409,2003,2000
[27],157433,Pet Sematary,en,Pet Sematary,"Dr. Louis Creed and his wife, Rachel, move from Boston to Ludlow, in rural Maine, with their two young children. Hidden in the woods near the new family home, Ellie, their eldest daughter, discovers a mysterious cemetery where the pets of community members are buried.",4.3403,2019-04-04,5.7,3408,2019,2010
"[12, 28, 53]",714,Tomorrow Never Dies,en,Tomorrow Never Dies,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now James Bond must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,7.0116,1997-12-11,6.377,3408,1997,1990
"[878, 28, 53]",19959,Surrogates,en,Surrogates,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",6.6567,2009-09-24,6.14,3407,2009,2000
"[35, 28]",455980,Tag,en,Tag,"For one month every year, five highly competitive friends hit the ground running in a no-holds-barred game of tag they’ve been playing since the first grade. This year, the game coincides with the wedding of their only undefeated player, which should finally make him an easy target. But he knows they’re coming...and he’s ready.",5.5017,2018-05-30,6.704,3405,2018,2010
"[35, 80]",818,Austin Powers in Goldmember,en,Austin Powers in Goldmember,"The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe—'70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.",6.2205,2002-07-26,6.016,3401,2002,2000
[35],100042,Dumb and Dumber To,en,Dumb and Dumber To,"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",4.6669,2014-11-12,5.57,3398,2014,2010
"[28, 878, 12]",986056,Thunderbolts*,en,Thunderbolts*,"After finding themselves ensnared in a death trap, seven disillusioned castoffs must embark on a dangerous mission that will force them to confront the darkest corners of their pasts.",22.5639,2025-04-30,7.291,3397,2025,2020
"[35, 18, 10751, 10749]",11130,The Princess Diaries 2: Royal Engagement,en,The Princess Diaries 2: Royal Engagement,"Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Accompanied by her friend Lilly, Mia continues her 'princess lessons', like riding horses side-saddle and archery. But her already complicated life is turned upside down once again when she learns that she is to take the crown as queen earlier than expected, all while she meets a mysteriously charming young man.",8.6491,2004-08-06,6.7,3391,2004,2000
"[28, 878, 12]",841,Dune,en,Dune,"In the year 10,191, the most precious substance in the universe is the spice Melange. The spice extends life. The spice expands consciousness. The spice is vital to space travel.  The spice exists on only one planet in the entire universe, the vast desert planet Arrakis, also known as Dune.  Its native inhabitants, the Fremen, have long held a prophecy that a man would come, a messiah who would lead them to true freedom.",8.6606,1984-12-14,6.179,3391,1984,1980
"[12, 53, 878]",2756,The Abyss,en,The Abyss,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",7.4442,1989-08-09,7.344,3390,1989,1980
"[28, 36, 10749, 10752]",9361,The Last of the Mohicans,en,The Last of the Mohicans,"In war-torn colonial America, in the midst of a bloody battle between British, the French and Native American allies, the aristocratic daughter of a British Colonel and her party are captured by a group of Huron warriors. Fortunately, a group of three Mohican trappers comes to their rescue.",6.4986,1992-08-26,7.4,3388,1992,1990
"[12, 36, 10752]",947,Lawrence of Arabia,en,Lawrence of Arabia,"During World War I, English officer Thomas Edward 'T.E.' Lawrence sets out to unite and lead the diverse, often warring, Arab tribes to fight the Turks.",6.8261,1962-12-11,7.995,3388,1962,1960
[18],76025,Shame,en,Shame,"Brandon, a thirty-something man living in New York, eludes intimacy with women but feeds his deepest desires with a compulsive addiction to sex. When his younger sister temporarily moves into his apartment, stirring up bitter memories of their shared painful past, Brandon's life, like his fragile mind, gets out of control.",7.4736,2011-10-02,6.925,3387,2011,2010
"[35, 10749]",6557,27 Dresses,en,27 Dresses,Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,7.1511,2008-01-10,6.451,3387,2008,2000
"[27, 18]",393519,Raw,fr,Grave,"Stringent vegetarian Justine encounters a decadent, merciless, and dangerously seductive world during her first week at veterinary school. Desperate to fit in, she strays from her principles and eats raw meat for the first time. She soon experiences terrible and unexpected consequences as her true self begins to emerge.",3.1962,2017-03-10,7.022,3385,2017,2010
"[27, 9648]",433808,The Ritual,en,The Ritual,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",6.6178,2017-10-11,6.272,3380,2017,2010
"[18, 10751, 10749]",35690,The Last Song,en,The Last Song,"A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",4.4364,2010-03-31,7.23,3380,2010,2010
[35],12133,Step Brothers,en,Step Brothers,"Brennan Huff and Dale Doback might be grown men. But that doesn't stop them from living at home and turning into jealous, competitive stepbrothers when their single parents marry. Brennan's constant competition with Dale strains his mom's marriage to Dale's dad, leaving everyone to wonder whether they'll ever see eye to eye.",6.2503,2008-07-25,6.559,3374,2008,2000
"[80, 53, 28]",18487,The Taking of Pelham 1 2 3,en,The Taking of Pelham 1 2 3,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",5.4301,2009-06-10,6.357,3371,2009,2000
"[18, 80, 53]",470,21 Grams,en,21 Grams,"Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife and mother of two girls; and Jack Jordan, a born-again ex-con, are brought together by a terrible accident that changes their lives.",4.7155,2003-09-06,7.32,3370,2003,2000
[35],3034,Young Frankenstein,en,Young Frankenstein,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",4.8597,1974-12-15,7.853,3370,1974,1970
"[28, 12, 36, 10749, 18]",76649,Pompeii,en,Pompeii,"In 79 A.D., Milo, a slave turned gladiator, finds himself in a race against time to save his true love Cassia, the beautiful daughter of a wealthy merchant who has been unwillingly betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts in a torrent of blazing lava, Milo must fight his way out of the arena in order to save his beloved as the once magnificent Pompeii crumbles around him.",4.2038,2014-02-18,5.547,3367,2014,2010
"[36, 18, 12]",285783,The Walk,en,The Walk,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,4.1004,2015-09-30,6.992,3364,2015,2010
"[80, 53, 28]",449443,Den of Thieves,en,Den of Thieves,A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,8.7043,2018-01-18,6.864,3363,2018,2010
"[18, 10749]",8055,The Reader,en,The Reader,"The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.",6.2073,2008-12-10,7.462,3361,2008,2000
"[35, 10751, 10749]",11247,A Cinderella Story,en,A Cinderella Story,"Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",9.3052,2004-07-16,6.591,3360,2004,2000
"[35, 878]",957,Spaceballs,en,Spaceballs,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",9.6488,1987-06-24,6.863,3360,1987,1980
[10752],635744,Jarhead: Law of Return,en,Jarhead: Law of Return,"Major Ronan Jackson, an accomplished fighter pilot for the Israel Defense Forces and son of a U.S. Senator, is shot down while flying through Syrian airspace. After miraculously surviving the crash, Jackson is taken captive by a group of Hezbollah militiamen. A squad of elite soldiers, led by Gunnery Sergeant Dave Torres, risk their own lives in the hopes of saving an ally they've never met.",3.0334,2019-10-01,6.528,3358,2019,2010
"[12, 18, 10749, 28]",9476,A Knight's Tale,en,A Knight's Tale,"William Thatcher, a knight's peasant apprentice, gets a chance at glory when the knight dies suddenly mid-tournament. Posing as a knight himself, William won't stop until he's crowned tournament champion—assuming matters of the heart don't get in the way.",7.5767,2001-05-11,6.872,3356,2001,2000
"[18, 10749, 36]",1904,Memoirs of a Geisha,en,Memoirs of a Geisha,"In the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",5.1985,2005-12-06,7.639,3357,2005,2000
"[27, 53]",511987,Crawl,en,Crawl,"When a huge hurricane hits her hometown in Florida, Haley ignores evacuation orders to look for her father. After finding him badly wounded, both are trapped by the flood. With virtually no time to escape the storm, they discover that rising water levels are the least of their problems.",6.0151,2019-07-10,6.323,3354,2019,2010
"[53, 878]",220289,Coherence,en,Coherence,Four couples gather for dinner the night a mysterious and powerful comet passes overhead.,6.2868,2014-04-06,7.213,3354,2014,2010
"[28, 12, 14]",9334,The Scorpion King,en,The Scorpion King,"In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world.",5.5567,2002-04-18,5.593,3353,2002,2000
[35],1542,Office Space,en,Office Space,"A depressed white-collar worker tries hypnotherapy, only to find himself in a perpetual state of devil-may-care bliss that prompts him to start living by his own rules, and hatch a hapless attempt to embezzle money from his soul-killing employers.",5.0087,1999-02-19,7.372,3352,1999,1990
"[35, 10749]",259694,How to Be Single,en,How to Be Single,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.",18.9292,2016-02-08,6.3,3342,2016,2010
"[18, 35, 80]",180863,T2 Trainspotting,en,T2 Trainspotting,"After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud and Begbie.",5.2019,2017-01-27,6.941,3341,2017,2010
"[16, 18, 36, 10749]",149870,The Wind Rises,ja,風立ちぬ,"A lifelong love of flight inspires Japanese aviation engineer Jiro Horikoshi, whose storied career includes the creation of the A-6M World War II fighter plane.",6.5487,2013-07-20,7.793,3339,2013,2010
"[12, 18, 28]",980489,Gran Turismo,en,Gran Turismo,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,9.8806,2023-08-09,7.705,3334,2023,2020
"[28, 53, 12]",657,From Russia with Love,en,From Russia with Love,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy.",7.0253,1963-10-10,7.057,3334,1963,1960
"[80, 18, 53]",968,Dog Day Afternoon,en,Dog Day Afternoon,"Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturile. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus.",6.0717,1975-09-21,7.8,3332,1975,1970
"[18, 53]",974576,Conclave,en,Conclave,"After the unexpected death of the Pope, Cardinal Lawrence is tasked with managing the covert and ancient ritual of electing a new one. Sequestered in the Vatican with the Catholic Church’s most powerful leaders until the process is complete, Lawrence finds himself at the center of a conspiracy that could lead to its downfall.",9.1507,2024-10-25,7.191,3332,2024,2020
"[80, 18, 53]",597208,Nightmare Alley,en,Nightmare Alley,An ambitious carnival man with a talent for manipulating people with a few well-chosen words hooks up with a female psychologist who is even more dangerous than he is.,6.3499,2021-12-02,6.955,3328,2021,2020
"[18, 14, 27]",1062722,Frankenstein,en,Frankenstein,"Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.",23.9466,2025-10-17,7.647,3329,2025,2020
[18],581734,Nomadland,en,Nomadland,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",4.7812,2021-01-29,7.175,3327,2021,2020
"[10749, 18, 35]",818647,Through My Window,es,A través de mi ventana,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",8.869,2022-02-04,7.351,3325,2022,2020
"[18, 36]",556984,The Trial of the Chicago 7,en,The Trial of the Chicago 7,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,5.3672,2020-09-25,7.7,3322,2020,2020
